course_title_en,course_title_fr,course_code,offering_id,offering_status,month_en,month_fr,training_hours,stream_en,stream_fr,topic_en,topic_fr,offering_language,offering_region,reg_num,reg_status,no_show,student_id,learner_classif,billing_dept_code,billing_dept_name_en,billing_dept_name_fr,client
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,81,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,NCR,1223,Confirmed,0,1113,AS-02,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,26,Delivered - Normal,April,avril,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,1224,Confirmed,0,1114,AS-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,13,Delivered - Normal,May,mai,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,French/Français,NCR,1225,Cancelled,0,1115,AS-02,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,43,Delivered - Normal,August,août,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Ontario,1226,Cancelled,0,1116,EC-06,CBD,Cannabis Canada,Cannabis Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,60,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,1227,Confirmed,0,414,PM-03,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,70,Delivered - Normal,August,août,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,1228,Confirmed,0,322,EC-06,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,33,Delivered - Normal,August,août,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Atlantic,1229,Confirmed,0,1117,AS-02,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,75,Cancelled - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Prairie,1230,Cancelled - Class Cancelled,0,1118,PM-03,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,75,Cancelled - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Prairie,1231,Cancelled - Class Cancelled,0,1119,PM-03,CES,Canada School of Public Service,École de la fonction publique du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,84,Cancelled - Normal,May,mai,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,1232,Cancelled - Class Cancelled,0,1120,PM-03,CBD,Cannabis Canada,Cannabis Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,84,Cancelled - Normal,May,mai,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,1233,Cancelled - Class Cancelled,0,1121,EC-02,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,84,Cancelled - Normal,May,mai,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,1234,Cancelled - Class Cancelled,0,1122,EC-06,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,84,Cancelled - Normal,May,mai,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,1235,Cancelled - Class Cancelled,0,1123,EC-06,CBD,Cannabis Canada,Cannabis Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,87,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,1236,Cancelled,0,1124,PM-03,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,87,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,1237,Cancelled,0,1125,EX-01,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,87,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,1238,Confirmed,0,1126,EC-04,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,89,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,Québec,1239,Cancelled,0,1127,EX-01,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,102,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Québec,1240,Confirmed,0,1128,AS-04,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,103,Delivered - Normal,July,juillet,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Atlantic,1241,Confirmed,0,1129,AS-04,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,29,Delivered - Normal,June,juin,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Ontario,1242,Cancelled,0,1130,EC-06,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,46,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Pacific,1243,Confirmed,0,1131,EX-01,CBD,Cannabis Canada,Cannabis Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,46,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Pacific,1244,Confirmed,0,1132,EX-01,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,46,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Pacific,1245,Cancelled,1,1133,AS-04,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,46,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Pacific,1246,Confirmed,0,1134,PM-03,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Service Excellence for Citizens (T178),Bon service (T178),T178,67,Delivered - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Prairie,1247,Confirmed,0,1135,AS-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,104,Delivered - Normal,May,mai,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Atlantic,1248,Confirmed,0,664,AS-04,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,104,Delivered - Normal,May,mai,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Atlantic,1249,Confirmed,0,914,EX-01,CBD,Cannabis Canada,Cannabis Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,64,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,French/Français,NCR,1250,Confirmed,0,1136,PM-03,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,48,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,Ontario,1251,Confirmed,0,1137,AS-02,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Access to Information in the Government of Canada (I701),Accéder aux infos (I701),I701,48,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,ATIP,Tu fais quoI?!,English/Anglais,Ontario,1252,Cancelled,0,1138,AS-04,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,23,Delivered - Normal,May,mai,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,1253,Cancelled,0,1139,PM-03,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,14,Delivered - Normal,June,juin,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,French/Français,NCR,1254,Confirmed,0,1140,EC-02,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,50,Open - Normal,November,novembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,1255,Confirmed,0,1141,AS-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,50,Open - Normal,November,novembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,1256,Confirmed,0,1142,EC-06,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,60,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,1257,Cancelled,0,1143,AS-04,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,57,Delivered - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,1258,Confirmed,0,1144,EC-02,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,57,Delivered - Normal,September,septembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,NCR,1259,Confirmed,0,1145,EC-04,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,44,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Atlantic,1260,Confirmed,0,1146,EX-01,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,44,Delivered - Normal,July,juillet,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Atlantic,1261,Cancelled,0,1147,EX-01,CES,Canada School of Public Service,École de la fonction publique du Canada,
Manager Development Program Phase 2 (G413),Dév d'un gestionnaire (G413),G413,105,Open - Normal,December,décembre,37.5,Leadership,Leadership,Key Transition Programs,Programmes de transition clés,English/Anglais,Pacific,1262,Confirmed,0,126,AS-04,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,75,Cancelled - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Prairie,1263,Cancelled,0,1148,EC-04,CBD,Cannabis Canada,Cannabis Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,74,Cancelled - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Prairie,1264,Cancelled - Class Cancelled,0,1149,AS-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,84,Cancelled - Normal,May,mai,7.5,Specialized,Spécialisé,Indigenous,Autochtone,French/Français,NCR,1265,Cancelled - Class Cancelled,0,1150,EX-01,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,87,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,1266,Confirmed,0,1151,EC-06,CBD,Cannabis Canada,Cannabis Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,87,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,1267,Confirmed,0,1152,EC-04,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,87,Delivered - Normal,June,juin,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,1268,Cancelled,0,1153,PM-03,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,88,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,1269,Confirmed,0,1154,AS-02,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,88,Open - Normal,October,octobre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,NCR,1270,Confirmed,0,1155,EC-04,SVC,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,102,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Québec,1271,Cancelled,0,1156,EX-01,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,102,Delivered - Normal,September,septembre,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Québec,1272,Cancelled,0,1157,AS-04,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Reconciliation Begins with Me (K105),Réconciliation (K105),K105,100,Delivered - Normal,July,juillet,7.5,Specialized,Spécialisé,Indigenous,Autochtone,English/Anglais,Prairie,1273,Confirmed,0,1158,EX-01,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,34,Delivered - Normal,May,mai,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Atlantic,1274,Cancelled,0,1159,EX-01,CBD,Cannabis Canada,Cannabis Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,56,Cancelled - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,NCR,1275,Cancelled,0,349,EX-01,TBS,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,56,Cancelled - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,NCR,1276,Cancelled,0,799,EC-02,RCM,Royal Canadian Mounted Police,Gendarmerie royale du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,56,Cancelled - Normal,July,juillet,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,NCR,1277,Cancelled,0,430,PM-03,CES,Canada School of Public Service,École de la fonction publique du Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,94,Cancelled - Normal,August,août,22.5,Foundational,Fondamental,Service Excellence,Service pomal,French/Français,NCR,1278,Cancelled,0,1160,AS-04,DFO,Fisheries and Oceans Canada,Pêches et Océans Canada,
Service Excellence for Citizens (T178),Bon service (T178),T178,35,Delivered - Normal,September,septembre,22.5,Foundational,Fondamental,Service Excellence,Service pomal,English/Anglais,Atlantic,1279,Confirmed,0,1161,EC-02,CES,Canada School of Public Service,École de la fonction publique du Canada,
